Species,Longitude,Latitude
P_mex_gillii,-80.53614,8.76667
P_mex_gillii,-82.82712,8.76443
P_mex_gillii,-81.2231,8.74778
P_mex_gillii,-82.29172,8.68803
P_mex_gillii,-80.13775,8.59719
P_mex_gillii,-82.048,8.41322
P_mex_gillii,-81.0485,8.41317
P_mex_gillii,-80.25851,8.3968
P_mex_gillii,-80.79923,8.35278
P_mex_gillii,-80.27814,7.70497
P_mex_gillii,-82.34311,9.19575
